# Callsign Distribution...
# Total Calls      6342 (100.0%)
# Local...         2883 ( 45.5%)
#  - USA           2607 ( 41.1%)
#  - Canada         206 (  3.2%)
#  - Mexico          47 (  0.7%)
#  - Alaska          13 (  0.2%)
#  - Hawaii          10 (  0.2%)
# DX...            3459 ( 54.5%)
#  - N. America      67 (  1.1%)
#  - S. America     380 (  6.0%)
#  - Europe        2100 ( 33.1%)
#  - Asia           706 ( 11.1%)
#  - Africa          43 (  0.7%)
#  - Oceania        132 (  2.1%)
#  - Maritime        31 (  0.5%)

cabrillo_id	year	call	host	cat	section	dxcc	score	qso	mult	late_log_flag	club	minutes_on	ops
ARRL-10	2025	N0AVK	N0AVK	SO-MIX-LP	IA		3388	46	22	0		113	N0AVK
ARRL-10	2025	N0AX	N0AX	SOU-CW-LP	MO		36864	130	72	0	Society of Midwest Contesters	227	N0AX
ARRL-10	2025	N0BAK	N0BAK	SOU-MIX-LP	AZ		480	22	16	0		143	N0BAK
ARRL-10	2025	N0BM	N0BM	SO-CW-LP	MN		10656	72	37	0		180	
ARRL-10	2025	N0DL	N0DL	SO-MIX-LP	SD		153750	393	125	0	Lake Area Radio Klub (SD)	735	N0DL
ARRL-10	2025	N0EX	N0EX	SOU-PH-LP	MN		38760	258	76	0		919	N0EX
ARRL-10	2025	N0GM	N0GM	SOU-CW-LP	STX		49248	187	72	0		683	N0GM
ARRL-10	2025	N0GN	N0GN	SO-MIX-HP	NE		446824	921	158	0	Heartland DX Association	900	N0GN
ARRL-10	2025	N0HJZ	N0HJZ	SOU-MIX-LP	MN		498520	807	206	0	Minnesota Wireless Assn	1406	N0HJZ
ARRL-10	2025	N0IM	N0IM	SO-CW-HP	CO		243272	648	94	0		432	N0IM
ARRL-10	2025	N0IP	N0IP	SO-MIX-LP	MN		51830	202	73	0	Lake Area Radio Klub (SD)	607	N0IP
ARRL-10	2025	N0IRM	N0IRM	SOU-MIX-HP	MO		477414	1115	189	0	Kansas City Contest Club	872	N0IRM
ARRL-10	2025	N0JK	N0JK	SO-CW-LP	KS		1856	30	16	0		64	N0JK
ARRL-10	2025	N0JNM	N0JNM	SO-PH-LP	MN		1140	30	19	0		60	N0JNM
ARRL-10	2025	N0KK	N0KK	SOU-CW-LP	MN		65036	232	71	0	Minnesota Wireless Assn	237	N0KK
ARRL-10	2025	N0LFK	N0LFK	SO-PH-LP	KS		16956	161	54	0		742	N0LFK
ARRL-10	2025	N0LMQ	N0LMQ	SO-MIX-QRP	MO		27450	128	61	0		381	N0LMQ
ARRL-10	2025	N0LY	N0LY	SO-CW-LP	MO		47792	208	58	0		459	N0LY
ARRL-10	2025	N0MDC	N0MDC	SO-PH-LP	MN		3800	59	38	0	Owatonna Steele County Amateur Radio Club	268	N0MDC
ARRL-10	2025	N0MMA	N0MMA	SO-PH-LP	IA		8600	105	43	0		315	N0MMA
ARRL-10	2025	N0NB	N0NB	SO-CW-LP	KS		5452	50	29	0		193	N0NB
ARRL-10	2025	N0POH	N0POH	SO-PH-LP	CO		12900	135	50	0	Grand Mesa Contesters of Colorado	486	N0POH
ARRL-10	2025	N0SD	N0SD	SOU-MIX-LP	SD		19932	122	66	0	Lake Area Radio Klub (SD)	302	N0SD
ARRL-10	2025	N0SHR	N0SHR	SOU-PH-LP	MN		140	11	7	0		45	N0SHR
ARRL-10	2025	N0SPN	N0SPN	SO-PH-QRP	MN		726	34	11	0		111	N0SPN
ARRL-10	2025	N0STP	N0STP	SO-MIX-LP	MN		9204	70	39	0		254	N0STP
ARRL-10	2025	N0TDJ	N0TDJ	SO-PH-LP	IA		2	1	1	0		0	N0TDJ
ARRL-10	2025	N0TFU	N0TFU	SO-PH-LP	KS		3190	56	29	0		249	N0TFU
ARRL-10	2025	N0TJN	N0TJN	SO-MIX-LP	MN		4278	56	23	0	Minnesota Wireless Assn	245	N0TJN
ARRL-10	2025	N0TTZ	N0TTZ	SOU-PH-HP	WY		26208	159	84	0		720	N0TTZ
ARRL-10	2025	N0TXW	N0TXW	SO-MIX-LP	MN		15582	98	49	0	Minnesota Wireless Assn	410	N0TXW
ARRL-10	2025	N0UD	N0UD	SO-CW-QRP	ND		12672	94	36	0		295	WB0OAJ
ARRL-10	2025	N0UI	N0UI	SO-CW-LP	MO		111800	328	86	0		1105	N0UI
ARRL-10	2025	N0UJJ	N0UJJ	SOU-PH-LP	MN		5632	90	32	0	Minnesota Wireless Assn	282	N0UJJ
ARRL-10	2025	N0UK	N0UK	SO-CW-LP	MN		8680	70	31	0	Minnesota Wireless Assn	208	N0UK
ARRL-10	2025	N0UR	N0UR	SO-CW-LP	MN		311048	664	118	0	Minnesota Wireless Assn	723	N0UR
ARRL-10	2025	N0UU	N0UU	SO-PH-HP	KS		33750	231	75	0		564	N0UU
ARRL-10	2025	N0UY	N0UY	SOU-CW-HP	MN		72384	218	87	0		440	N0UY
ARRL-10	2025	N0VRM	N0VRM	SO-PH-LP	MN		9844	109	46	0	Minnesota Wireless Assn	450	N0VRM
ARRL-10	2025	N0XM	N0XM	SO-CW-HP	KS		10792	74	38	0		129	N0XM
ARRL-10	2025	N0XR	N0XR	SOU-MIX-HP	IA		134496	286	144	0	Iowa DX and Contest Club	507	N0XR
ARRL-10	2025	N0XT	N0XT	SO-MIX-HP	MN		135018	401	117	0	Minnesota Wireless Assn	1014	N0XT
ARRL-10	2025	N0YY	N0YY	SOU-MIX-HP	VA		344370	518	195	0	Potomac Valley Radio Club	745	N0YY
ARRL-10	2025	N1ADS	N1ADS	SOU-PH-HP	EMA		57316	331	89	0		524	N1ADS
ARRL-10	2025	N1ADX	N1ADX	SO-PH-LP	WMA		4480	61	40	0		250	N1ADX
ARRL-10	2025	N1AM	N1AM	SO-MIX-LP	EMA		12100	76	50	0		273	N1AM
ARRL-10	2025	N1API	N1API	SOU-MIX-LP	CT		46230	115	115	0	Meriden ARC	472	N1API
ARRL-10	2025	N1AU	N1AU	SOU-CW-HP	EMA		3168	33	24	0		44	N1AU
ARRL-10	2025	N1CEO	N1CEO	SOU-CW-LP	EMA		11704	79	38	0		222	N1CEO
ARRL-10	2025	N1CGP	N1CGP	SO-CW-LP	ME		153676	375	103	0		918	N1CGP
ARRL-10	2025	N1CLC	N1CLC	SO-MIX-LP	SDG		23048	147	67	0		475	N1CLC
ARRL-10	2025	N1DAE	N1DAE	SO-PH-QRP	ME		2250	48	25	0		288	N1DAE
ARRL-10	2025	N1DC	N1DC	SO-MIX-LP	EMA		370566	608	173	0	Yankee Clipper Contest Club	719	N1DC
ARRL-10	2025	N1DFD	N1DFD	SO-PH-LP	ME		5280	89	33	0		186	N1DFD
ARRL-10	2025	N1DM	N1DM	SO-CW-HP	EMA		2856	34	21	0	Providence Radio Assn	86	N1DM
ARRL-10	2025	N1DRS	N1DRS	SOU-PH-HP	EMA		232120	843	140	0		829	N1DRS
ARRL-10	2025	N1ECT	N1ECT	SO-PH-LP	RI		11628	117	51	0		419	N1ECT
ARRL-10	2025	N1EK	N1EK	SOU-PH-HP	MDC		29640	202	76	0	Potomac Valley Radio Club	232	N1EK
ARRL-10	2025	N1FTP	N1FTP	SOU-PH-LP	WMA		352	16	11	0	Hampden County Radio Association	27	N1FTP
ARRL-10	2025	N1GCN	N1GCN	SO-PH-LP	CT		24	4	3	0		15	N1GCN
ARRL-10	2025	N1GN	N1GN	SOU-CW-LP	NH		47124	159	77	0	Yankee Clipper Contest Club	319	N1GN
ARRL-10	2025	N1IBM	N1IBM	SOU-MIX-HP	VT		35948	140	86	0	Yankee Clipper Contest Club	380	N1IBM
ARRL-10	2025	N1IMW	N1IMW	SO-MIX-LP	NH		1748	41	19	0	Granite State ARA	106	N1IMW
ARRL-10	2025	N1JN	N1JN	SO-PH-LP	SFL		25012	172	74	0		496	N1JN
ARRL-10	2025	N1LN	N1LN	SOU-CW-HP	NC		1024488	1591	162	0	Potomac Valley Radio Club	1281	N1LN
ARRL-10	2025	N1MHV	N1MHV	SOU-MIX-HP	GA		5310	55	45	0		190	N1MHV
ARRL-10	2025	N1NN	N1NN	SO-CW-HP	EMA		56800	200	71	0		673	N1NN
ARRL-10	2025	N1NQD	N1NQD	SOU-MIX-LP	WNY		355776	579	204	0	Yankee Clipper Contest Club	1575	N1NQD
ARRL-10	2025	N1PGA	N1PGA	SO-PH-HP	WMA		503136	1765	144	0	Yankee Clipper Contest Club	1574	N1PGA
ARRL-10	2025	N1RM	N1RM	SOU-MIX-LP	VA		15104	66	64	0	Potomac Valley Radio Club	74	N1RM
ARRL-10	2025	N1ROZ	N1ROZ	SOU-PH-HP	WMA		64764	265	126	0		853	N1ROZ
ARRL-10	2025	N1RP	N1RP	SOU-PH-HP	NH		39248	224	88	0	Yankee Clipper Contest Club	292	N1RP
ARRL-10	2025	N1RWJ	N1RWJ	SO-PH-LP	RI		162	10	9	0		86	N1RWJ
ARRL-10	2025	N1SEP	N1SEP	SO-PH-LP	CT		308	17	11	0		87	N1SEP
ARRL-10	2025	N1SFE	N1SFE	SO-MIX-LP	CT		42240	215	80	0		641	N1SFE
ARRL-10	2025	N1SP	N1SP	SO-CW-LP	VT		4300	45	25	0	Yankee Clipper Contest Club	134	N1SP
ARRL-10	2025	N1SV	N1SV	SOU-PH-HP	EMA		97968	485	104	0	Nashoba Valley ARC	515	N1SV
ARRL-10	2025	N1SZ	N1SZ	SOU-MIX-LP	MDC		588	14	14	0	Potomac Valley Radio Club	35	N1SZ
ARRL-10	2025	N1TO	N1TO	SO-CW-HP	SFL		833592	1488	141	0	Florida Contest Group	1424	N1TO
ARRL-10	2025	N1WEN	N1WEN	SO-PH-LP	EMA		9600	102	48	0		410	N1WEN
ARRL-10	2025	N1WR	N1WR	SOU-MIX-HP	VA		472160	650	208	0	Potomac Valley Radio Club	879	N1WR
ARRL-10	2025	N1WRK	N1WRK	SO-PH-LP	EMA		30720	243	64	0		499	N1WRK
ARRL-10	2025	N1XI	N1XI	SO-MIX-LP	NC		29812	131	58	0		281	N1XI
ARRL-10	2025	N1XK	N1XK	SO-CW-LP	IA		4128	52	24	0		114	N1XK
ARRL-10	2025	N1XXU	N1XXU	SO-PH-LP	CT		12096	109	56	0		274	N1XXU
ARRL-10	2025	N1YFL	N1YFL	SO-PH-LP	VT		15808	152	52	0		782	N1YFL
ARRL-10	2025	N1ZYZ	N1ZYZ	SOU-PH-HP	NH		21560	154	70	0		504	N1ZYZ
ARRL-10	2025	N2AXX	N2AXX	SO-MIX-HP	NNJ		32864	115	79	0		558	N2AXX
ARRL-10	2025	N2BEG	N2BEG	SOU-MIX-LP	WNY		14224	78	56	0	Rochester (NY) DX Assn	190	N2BEG
ARRL-10	2025	N2BJ	N2BJ	SOU-MIX-HP	IL		1048130	1456	281	0	Society of Midwest Contesters	1239	N2BJ
ARRL-10	2025	N2BTB	N2BTB	SO-PH-LP	CT		5920	75	40	0		279	N2BTB
ARRL-10	2025	N2CG	N2CG	SOU-CW-LP	NNJ		14608	87	44	0	Frankford Radio Club	521	N2CG
ARRL-10	2025	N2CJ	N2CJ	SO-CW-LP	NNJ		38640	139	70	0		259	N2CJ
ARRL-10	2025	N2CUA	N2CUA	SO-MIX-LP	SC		7740	81	45	0		489	N2CUA
ARRL-10	2025	N2DA	N2DA	SOU-CW-LP	VA		9760	69	40	0	Potomac Valley Radio Club	305	N2DA
ARRL-10	2025	N2EAB	N2EAB	SO-PH-LP	ENY		11016	109	51	0		442	N2EAB
ARRL-10	2025	N2EC	N2EC	SO-CW-LP	VA		15652	96	43	0		253	N2EC
ARRL-10	2025	N2EZY	N2EZY	SO-PH-LP	WNY		1650	34	25	0		135	N2EZY
ARRL-10	2025	N2GC	N2GC	SOU-CW-HP	NLI		247696	452	137	0	Order of Boiled Owls of New York	373	N2GC
ARRL-10	2025	N2GXJ	N2GXJ	SO-PH-LP	SNJ		2820	51	30	0	Gloucester Co ARC	170	N2GXJ
ARRL-10	2025	N2HMM	N2HMM	SOU-MIX-HP	NNJ		217740	359	191	0	Frankford Radio Club	786	N2HMM
ARRL-10	2025	N2IC	N2IC	SO-MIX-LP	NM		1758150	2527	225	0	Arizona Outlaws Contest Club	1547	N2IC
ARRL-10	2025	N2JJ	N2JJ	SO-MIX-LP	ENY		238680	444	153	0	Hudson Valley Contesters and DXers	1079	N2JJ
ARRL-10	2025	N2KHH/VY2	N2KHH/VY2	SOU-MIX-HP	PE		278496	903	144	0		592	N2KHH
ARRL-10	2025	N2LDV	N2LDV	SO-PH-LP	NLI		4940	66	38	0	American Red Cross Emergency Communications Service	324	N2LDV
ARRL-10	2025	N2LK	N2LK	SOU-MIX-HP	DE		65160	204	90	0	Frankford Radio Club	462	N2LK
ARRL-10	2025	N2MA	N2MA	MSLP	WPA		3348	35	31	0	Frankford Radio Club	71	KC3ZTO N2MA
ARRL-10	2025	N2MF	N2MF	SO-CW-HP	WNY		286416	682	108	0	Niagara Frontier Radiosport	351	N2MF
ARRL-10	2025	N2MM	N2MM	SOU-CW-HP	SNJ		684944	1200	148	0	Frankford Radio Club	1358	N2MM
ARRL-10	2025	N2NC	N2NC	SO-CW-HP	NNJ		134520	355	95	0	Frankford Radio Club	680	N2NC
ARRL-10	2025	N2NL	N2NL	SOU-CW-HP	NFL		202572	333	153	0	Florida Contest Group	452	N2NL
ARRL-10	2025	N2NQ	N2NQ	SO-PH-LP	VA		200	10	10	0	Central Virginia Contest Club	29	N2NQ
ARRL-10	2025	N2NRV	N2NRV	SO-PH-LP	WNY		220	12	10	0		75	N2NRV
ARRL-10	2025	N2NT	N2NT	SOU-CW-HP	NNJ		938168	1535	154	0	Frankford Radio Club	946	N2NT
ARRL-10	2025	N2OO	N2OO	SOU-MIX-HP	SNJ		680064	715	264	0	Frankford Radio Club	782	N2OO
ARRL-10	2025	N2PE	N2PE	SO-PH-LP	NFL		40	5	4	0		66	N2PE
ARRL-10	2025	N2PP	N2PP	SO-CW-HP	WNY		777840	1411	140	0	Niagara Frontier Radiosport	1559	N2PP
ARRL-10	2025	N2PX	N2PX	SOU-CW-LP	NC		11520	73	40	0		270	N2PX
ARRL-10	2025	N2QV	N2QV	SOU-MIX-HP	ENY		64032	369	87	0	Yankee Clipper Contest Club	224	N2QV
ARRL-10	2025	N2RC	N2RC	SOU-MIX-HP	ENY		431730	596	195	0	Frankford Radio Club	481	N2RC
ARRL-10	2025	N2RI	N2RI	SO-CW-LP	NLI		66836	221	77	0		719	N2RI
ARRL-10	2025	N2SO	N2SO	SOU-CW-LP	ENY		12012	77	39	0	Hudson Valley Contesters and DXers	312	N2SO
ARRL-10	2025	N2SQW	N2SQW	SOU-MIX-HP	ENY		206266	391	151	0	Hudson Valley Contesters and DXers	652	N2SQW
ARRL-10	2025	N2TX	N2TX	MSHP	NLI		1135634	1371	263	0	Yankee Clipper Contest Club	1485	KD2RD N2TX
ARRL-10	2025	N2UR	N2UR	MSHP	EMA		959484	1319	222	0		1275	IZ8JFL N2UR W1NA
ARRL-10	2025	N2US	N2US	SO-CW-QRP	EPA		8400	61	35	0		417	N2US
ARRL-10	2025	N2USM	N2USM	SO-PH-LP	ENY		12648	103	62	0		445	N2USM
ARRL-10	2025	N2UU	N2UU	SOU-CW-LP	SNJ		19208	99	49	0	Frankford Radio Club	191	N2UU
ARRL-10	2025	N2WK	N2WK	SOU-CW-HP	WNY		140448	320	114	0	Rochester (NY) DX Assn	647	N2WK
ARRL-10	2025	N2WKS	N2WKS	SOU-CW-HP	NNJ		110208	290	96	0	Frankford Radio Club	270	N2WKS
ARRL-10	2025	N2YG	N2YG	SO-PH-HP	NLI		13420	122	55	0		322	N2YG
ARRL-10	2025	N2YO	N2YO	SOU-CW-LP	VA		687208	1065	163	0	Potomac Valley Radio Club	1464	N2YO
ARRL-10	2025	N2ZN	N2ZN	SOU-PH-HP	WNY		315284	1071	149	0	Rochester (NY) DX Assn	851	N2ZN
ARRL-10	2025	N2ZX	N2ZX	SOU-CW-HP	ENY		313476	522	151	0	Hudson Valley Contesters and DXers	781	N2ZX
ARRL-10	2025	N3AAA	N3AAA	SOU-PH-LP	WPA		104804	398	133	0	Frankford Radio Club	901	N3AAA
ARRL-10	2025	N3AIU	N3AIU	SOU-MIX-HP	AZ		517300	900	175	0	Northern Arizona DX Assn	904	N3AIU
ARRL-10	2025	N3ALN	N3ALN	SOU-PH-HP	MDC		37556	232	82	0	Potomac Valley Radio Club	714	N3ALN
ARRL-10	2025	N3AM	N3AM	SOU-MIX-HP	MDC		615846	744	231	0	Potomac Valley Radio Club	695	N3AM
ARRL-10	2025	N3ATQ	N3ATQ	SO-CW-LP	EPA		98272	296	83	0	Frankford Radio Club	597	N3ATQ
ARRL-10	2025	N3AWS	N3AWS	SO-PH-QRP	MS		5100	76	34	0		346	N3AWS
ARRL-10	2025	N3BYY	N3BYY	SO-CW-QRP	MDC		24	5	3	0		54	N3BYY
ARRL-10	2025	N3CKI	N3CKI	SO-MIX-LP	NC		138272	334	116	0	Potomac Valley Radio Club	622	N3CKI
ARRL-10	2025	N3CMI	N3CMI	SOU-CW-HP	WY		38052	159	63	0		290	N3CMI
ARRL-10	2025	N3CW	N3CW	SOU-CW-LP	VA		38784	103	96	0	Potomac Valley Radio Club	242	N3CW
ARRL-10	2025	N3CZ	N3CZ	SO-CW-QRP	NC		1680	30	14	0	North Carolina DX and Contest Club	57	N3CZ
ARRL-10	2025	N3DUE	N3DUE	SOU-PH-HP	MDC		2430	45	27	0	Potomac Valley Radio Club	170	N3DUE
ARRL-10	2025	N3EG	N3EG	SO-PH-HP	WWA		8272	95	44	0	Pacific Northwest VHF Society	162	N3EG
ARRL-10	2025	N3FCP	N3FCP	SOU-CW-HP	EPA		130800	301	109	0	Frankford Radio Club	472	N3FCP
ARRL-10	2025	N3FEL	N3FEL	SO-MIX-LP	EPA		11424	84	48	0		578	N3FEL
ARRL-10	2025	N3FGU	N3FGU	SO-PH-LP	SCV		126	10	7	0		25	N3FGU
ARRL-10	2025	N3FJP	N3FJP	SOU-MIX-HP	MDC		491620	669	235	0	Northeast Maryland Amateur Radio Contest Society	1132	N3FJP
ARRL-10	2025	N3FMC	N3FMC	SOU-PH-LP	EPA		1380	31	23	0		105	N3FMC
ARRL-10	2025	N3GB	N3GB	SO-PH-LP	WCF		28336	184	77	0		345	N3GB
ARRL-10	2025	N3GJ	N3GJ	SOU-CW-LP	WPA		121776	259	118	0	North Coast Contesters	547	N3GJ
ARRL-10	2025	N3GTG	N3GTG	SOU-MIX-HP	VA		7560	64	36	0		236	N3GTG
ARRL-10	2025	N3HRO	N3HRO	SOU-MIX-LP	WPA		17920	116	64	0		442	N3HRO
ARRL-10	2025	N3JT	N3JT	SOU-CW-HP	VA		145656	308	119	0	Potomac Valley Radio Club	262	N3JT
ARRL-10	2025	N3KCB	N3KCB	SO-CW-LP	DE		63680	216	80	0		893	N3KCB
ARRL-10	2025	N3KI	N3KI	SO-CW-LP	DE		3312	39	23	0		128	N3KI
ARRL-10	2025	N3KN	N3KN	SOU-MIX-HP	VA		107880	251	124	0	Potomac Valley Radio Club	402	N3KN
ARRL-10	2025	N3MN	N3MN	SOU-MIX-HP	VA		18972	99	62	0	Potomac Valley Radio Club	158	N3MN
ARRL-10	2025	N3MWQ	N3MWQ	SO-PH-HP	DE		26700	180	75	0		703	N3MWQ
ARRL-10	2025	N3ND	N3ND	SOU-CW-HP	NC		7904	52	38	0	Potomac Valley Radio Club	57	N3ND
ARRL-10	2025	N3NIP	N3NIP	SO-PH-LP	WPA		12	3	2	0		11	N3NIP
ARRL-10	2025	N3NQP	N3NQP	SOU-PH-LP	WPA		5476	78	37	0		337	N3NQP
ARRL-10	2025	N3NTJ	N3NTJ	SO-PH-LP	EPA		44678	266	89	0		1015	N3NTJ
ARRL-10	2025	N3QE	N3QE	SO-MIX-HP	MDC		922752	1251	216	0	Potomac Valley Radio Club	1323	N3QE
ARRL-10	2025	N3QXC	N3QXC	SOU-PH-LP	WPA		16848	158	54	0		647	N3QXC
ARRL-10	2025	N3RC	N3RC	SOU-MIX-HP	SF		244968	486	173	0	Northern California Contest Club	714	N3RC
ARRL-10	2025	N3RD	N3RD	SOU-CW-HP	EPA		745760	1197	158	0	Frankford Radio Club	857	N3RD
ARRL-10	2025	N3RJ	N3RJ	SOU-MIX-HP	EPA		52962	194	97	0	Frankford Radio Club	358	N3RJ
ARRL-10	2025	N3RN	N3RN	SO-CW-LP	NFL		15504	77	51	0		239	N3RN
ARRL-10	2025	N3RS	N3RS	SOU-CW-HP	EPA		738072	1224	153	0	Frankford Radio Club	755	N3RS
ARRL-10	2025	N3RTW	N3RTW	SOU-MIX-LP	VA		47880	149	90	0	Potomac Valley Radio Club	252	N3RTW
ARRL-10	2025	N3TST	N3TST	SOU-PH-LP	MDC		6966	83	43	0	Potomac Valley Radio Club	485	N3TST
ARRL-10	2025	N3UA	N3UA	SOU-MIX-LP	VA		658944	890	198	0	Central Virginia Contest Club	876	N3UA
ARRL-10	2025	N3UUS	N3UUS	SO-PH-LP	MI		11500	126	46	0		705	N3UUS
ARRL-10	2025	N3VEJ	N3VEJ	SO-PH-LP	MDC		168	12	7	0		70	N3VEJ
ARRL-10	2025	N3WMC	N3WMC	SOU-MIX-HP	WPA		9700	88	50	0	Skyview Radio Society	264	N3WMC
ARRL-10	2025	N3WT	N3WT	SOU-MIX-LP	MDC		12220	80	47	0		124	N3WT
ARRL-10	2025	N3XF	N3XF	SOU-MIX-HP	WPA		989880	1267	219	0	Potomac Valley Radio Club	1014	N3XF
ARRL-10	2025	N3YHM	N3YHM	SO-PH-LP	EPA		1656	37	23	0		227	N3YHM
ARRL-10	2025	N3ZA	N3ZA	SOU-MIX-LP	EPA		23680	99	80	0	Frankford Radio Club	400	N3ZA
ARRL-10	2025	N3ZP	N3ZP	SO-CW-LP	EPA		22148	117	49	0	Frankford Radio Club	299	N3ZP
ARRL-10	2025	N3ZV	N3ZV	SO-MIX-QRP	VA		45924	169	86	0	Potomac Valley Radio Club	715	N3ZV
ARRL-10	2025	N4AF	N4AF	SOU-CW-HP	NC		247912	472	133	0	Potomac Valley Radio Club	817	N4AF
ARRL-10	2025	N4AO	N4AO	SOU-CW-LP	WCF		810240	1280	160	0	Florida Contest Group	1674	WC4E
ARRL-10	2025	N4BAA	N4BAA	SOU-CW-HP	IN		603396	1015	151	0	Society of Midwest Contesters	886	N4BAA
ARRL-10	2025	N4BP	N4BP	SOU-CW-HP	SFL		838500	1638	129	0	Florida Contest Group	1244	N4BP
ARRL-10	2025	N4BQQ	N4BQQ	SOU-PH-LP	SC		120	10	10	0		74	N4BQQ
ARRL-10	2025	N4CE	N4CE	SO-CW-LP	NC		1360	21	17	0		70	N4CE
ARRL-10	2025	N4CF	N4CF	SOU-CW-HP	VA		98940	266	97	0	Potomac Valley Radio Club	401	N4CF
ARRL-10	2025	N4CRB	N4CRB	SO-PH-LP	SC		1232	33	22	0		239	N4CRB
ARRL-10	2025	N4CWZ	N4CWZ	SOU-CW-HP	NC		4320	42	27	0	Potomac Valley Radio Club	75	N4CWZ
ARRL-10	2025	N4DDO	N4DDO	SO-PH-LP	TN		264	12	11	0	Cleveland ARC	71	N4DDO
ARRL-10	2025	N4DJ	N4DJ	SOU-MIX-HP	VA		219480	368	186	0	Potomac Valley Radio Club	568	N4DJ
ARRL-10	2025	N4DLA	N4DLA	SO-MIX-LP	EB		21168	125	63	0		582	N4DLA
ARRL-10	2025	N4DW	N4DW	SOU-CW-LP	TN		8024	60	34	0	Bristol (TN) ARC	74	N4DW
ARRL-10	2025	N4EK	N4EK	SOU-CW-LP	NFL		26288	127	53	0	Florida Contest Group	317	N4EK
ARRL-10	2025	N4EMP	N4EMP	SO-PH-LP	AL		4964	74	34	0	Alabama Contest Group	482	N4EMP
ARRL-10	2025	N4EXA	N4EXA	SOU-MIX-HP	WCF		2107728	2394	287	0		1826	N4EXA
ARRL-10	2025	N4GO	N4GO	SOU-CW-HP	KY		56100	189	75	0	Kentucky Contest Group	289	N4GO
ARRL-10	2025	N4GU	N4GU	SOU-CW-LP	NC		1824	25	19	0	Potomac Valley Radio Club	38	N4GU
ARRL-10	2025	N4HAI	N4HAI	SOU-MIX-HP	OH		20808	120	51	0		356	N4HAI
ARRL-10	2025	N4HB	N4HB	SOU-CW-HP	VA		414864	814	129	0		901	N4HB
ARRL-10	2025	N4IIT	N4IIT	SOU-MIX-QRP	GA		3504	42	24	0		193	N4IIT
ARRL-10	2025	N4IJ	N4IJ	SOU-CW-LP	NC		327040	569	146	0	Carolina DX Association	819	N4IJ
ARRL-10	2025	N4IU	N4IU	SO-CW-LP	EPA		45136	184	62	0		496	N4IU
ARRL-10	2025	N4IW	N4IW	SOU-CW-LP	VA		63080	200	83	0	Potomac Valley Radio Club	541	N4IW
ARRL-10	2025	N4JN	N4JN	SOU-MIX-LP	AL		2562	42	21	0	Alabama Contest Group	120	N4JN
ARRL-10	2025	N4JRG	N4JRG	SO-CW-LP	KY		2244	34	17	0	Kentucky Contest Group	73	N4JRG
ARRL-10	2025	N4KGL	N4KGL	SOU-CW-QRP	AL		21420	128	45	0		736	N4KGL
ARRL-10	2025	N4KH	N4KH	SOU-CW-QRP	AL		7552	63	32	0	Alabama Contest Group	165	N4KH
ARRL-10	2025	N4KM	N4KM	SO-CW-LP	NFL		683928	1252	138	0	Florida Contest Group	1607	N4KM
ARRL-10	2025	N4KS	N4KS	SO-CW-HP	NFL		561500	1139	125	0	Florida Contest Group	1012	N4KS
ARRL-10	2025	N4LSJ	N4LSJ	SOU-CW-HP	OH		60088	203	74	0		335	N4LSJ
ARRL-10	2025	N4MAY	N4MAY	SO-PH-QRP	NFL		3922	53	37	0		395	N4MAY
ARRL-10	2025	N4MM	N4MM	SO-PH-HP	VA		54720	160	80	0		1206	
ARRL-10	2025	N4MTT	N4MTT	SOU-CW-LP	NC		9600	73	40	0		347	N4MTT
ARRL-10	2025	N4NM	N4NM	SO-CW-QRP	AL		27608	124	58	0	Alabama Contest Group	303	N4NM
ARRL-10	2025	N4OGW	N4OGW	SO-CW-LP	MS		816732	1393	147	0	Deep Dixie Contest Club	1480	N4OGW
ARRL-10	2025	N4OO	N4OO	SO-MIX-LP	GA		415044	707	189	0	South East Contest Club	1077	N4OO
ARRL-10	2025	N4OX	N4OX	SO-MIX-HP	NFL		1654184	1990	271	0	Alabama Contest Group	1668	N4OX
ARRL-10	2025	N4PD	N4PD	SOU-CW-HP	VA		27540	85	81	0	Potomac Valley Radio Club	155	N4PD
ARRL-10	2025	N4PRB	N4PRB	SO-PH-LP	WCF		1480	37	20	0		150	N4PRB
ARRL-10	2025	N4PSE	N4PSE	SOU-MIX-HP	NC		214400	394	160	0		669	N4PSE
ARRL-10	2025	N4QET	N4QET	SO-PH-LP	GA		480	20	12	0		92	N4QET
ARRL-10	2025	N4QS	N4QS	SOU-MIX-HP	KY		927024	1139	248	0	Kentucky Contest Group	883	N4QS
ARRL-10	2025	N4QWF	N4QWF	SOU-MIX-HP	VA		106938	267	117	0	Potomac Valley Radio Club	688	N4QWF
ARRL-10	2025	N4SAX	N4SAX	SO-MIX-LP	NFL		83974	267	121	0		765	N4SAX
ARRL-10	2025	N4SS	N4SS	MSHP	KY		2409264	2298	312	0	Kentucky Contest Group	1735	AC6ZM W5MX
ARRL-10	2025	N4SVC	N4SVC	MSHP	NFL		1441880	1473	290	0		1719	K0DI N2CEI
ARRL-10	2025	N4TB	N4TB	SOU-CW-LP	WCF		121208	282	109	0	Florida Contest Group	461	N4TB
ARRL-10	2025	N4TL	N4TL	SOU-MIX-HP	NC		87462	246	113	0	Potomac Valley Radio Club	391	N4TL
ARRL-10	2025	N4TZ	N4TZ	SOU-MIX-HP	IN		228512	443	148	0	Society of Midwest Contesters	390	N4TZ
