# Callsign Distribution...
# Total Calls      6342 (100.0%)
# Local...         2883 ( 45.5%)
#  - USA           2607 ( 41.1%)
#  - Canada         206 (  3.2%)
#  - Mexico          47 (  0.7%)
#  - Alaska          13 (  0.2%)
#  - Hawaii          10 (  0.2%)
# DX...            3459 ( 54.5%)
#  - N. America      67 (  1.1%)
#  - S. America     380 (  6.0%)
#  - Europe        2100 ( 33.1%)
#  - Asia           706 ( 11.1%)
#  - Africa          43 (  0.7%)
#  - Oceania        132 (  2.1%)
#  - Maritime        31 (  0.5%)

cabrillo_id	year	call	host	cat	section	dxcc	score	qso	mult	late_log_flag	club	minutes_on	ops
ARRL-10	2025	F4FFZ	F4FFZ	SOU-MIX-LP		F	73600	212	115	0		369	F4FFZ
ARRL-10	2025	F4FIP	F4FIP	SO-MIX-LP		F	176792	362	154	0		802	F4FIP
ARRL-10	2025	F4FLH	F4FLH	SO-PH-HP		F	10974	98	59	0		340	F4FLH
ARRL-10	2025	F4FRG	F4FRG	SO-PH-HP		F	56448	261	112	0		649	F4FRG
ARRL-10	2025	F4FTV	F4FTV	SO-PH-HP		F	157550	597	137	0		979	F4FTV
ARRL-10	2025	F4GBW	F4GBW	SO-MIX-LP		F	1960	27	20	0		91	F4GBW
ARRL-10	2025	F4GDO	F4GDO	SO-PH-LP		F	17920	161	56	0		638	F4GDO
ARRL-10	2025	F4GFT	F4GFT	SOU-MIX-LP		F	2840	38	20	0		212	F4GFT
ARRL-10	2025	F4GMH	F4GMH	SO-PH-LP		F	19404	149	66	0		849	F4GMH
ARRL-10	2025	F4GTD	F4GTD	SOU-PH-HP		F	93024	631	76	0		582	F4GTD
ARRL-10	2025	F4GWM	F4GWM	SOU-PH-QRP		F	162	9	9	0		38	F4GWM
ARRL-10	2025	F4HRM	F4HRM	SOU-CW-HP		F	60480	172	90	0		501	F4HRM
ARRL-10	2025	F4HWS	F4HWS	SOU-PH-HP		F	12240	102	60	0		285	F4HWS
ARRL-10	2025	F4IET	F4IET	SO-PH-QRP		F	3060	61	30	0		673	F4IET
ARRL-10	2025	F4IEX	F4IEX	SO-PH-LP		F	12800	100	64	0		464	F4IEX
ARRL-10	2025	F4IYB	F4IYB	SO-PH-HP		F	3168	46	36	0		384	F4IYB
ARRL-10	2025	F4JAU	F4JAU	SOU-PH-LP		F	5920	75	40	0		166	F4JAU
ARRL-10	2025	F4JBF	F4JBF	SO-PH-HP		F	260	15	10	0		80	F4JBF
ARRL-10	2025	F4JHQ	F4JHQ	SOU-PH-HP		F	51548	267	98	0		808	F4JHQ
ARRL-10	2025	F4JIB	F4JIB	SO-PH-LP		F	19176	146	68	0		486	F4JIB
ARRL-10	2025	F4JJK/P	F4JJK/P	SO-PH-LP		F	180	11	10	0		30	F4JJK
ARRL-10	2025	F4JNP	F4JNP	SO-PH-LP		F	3920	50	40	0		346	F4JNP
ARRL-10	2025	F4JRK	F4JRK	SO-PH-LP		F	1248	29	24	0		128	F4JRK
ARRL-10	2025	F4JVZ	F4JVZ	SO-PH-LP		F	9512	84	58	0		558	F4JVZ
ARRL-10	2025	F4KMI	F4KMI	MSHP		F	15318	115	69	0		535	F4FLH F4IRD F4JCR F4LCZ F4MSM
ARRL-10	2025	F4LAN	F4LAN	SO-PH-LP		F	756	21	18	0		61	F4LAN
ARRL-10	2025	F4LBS	F4LBS	SO-PH-HP		F	2790	45	31	0		266	F4LBS
ARRL-10	2025	F4LHK	F4LHK	SO-PH-LP		F	1900	39	25	0		142	F4LHK
ARRL-10	2025	F4LNA	F4LNA	SO-PH-LP		F	1824	44	24	0		319	F4LNA
ARRL-10	2025	F4LQA	F4LQA	SO-PH-LP		F	9024	98	47	0		337	F4LQA
ARRL-10	2025	F4LSJ	F4LSJ	SO-CW-HP		F	6720	58	30	0		388	F4LSJ
ARRL-10	2025	F4MLW	F4MLW	SO-PH-HP		F	1976	39	26	0		252	F4MLW
ARRL-10	2025	F4MMH	F4MMH	SO-PH-LP		F	12288	99	64	0		472	F4MMH
ARRL-10	2025	F4MRK	F4MRK	SO-PH-LP		F	4256	60	38	0		621	F4MRK
ARRL-10	2025	F4VVG	F4VVG	SOU-CW-LP		F	13912	97	37	0		196	F4VVG
ARRL-10	2025	F4WDL	F4WDL	SO-PH-LP		F	47502	275	87	0		578	F4WDL
ARRL-10	2025	F5BTH	F5BTH	SO-MIX-HP		F	3528	39	28	0		431	F5BTH
ARRL-10	2025	F5DM	F5DM	SO-CW-LP		F	40080	171	60	0		468	F5DM
ARRL-10	2025	F5ICC	F5ICC	SO-CW-LP		F	102304	281	92	0		676	F5ICC
ARRL-10	2025	F5IND	F5IND	SO-CW-LP		F	18400	109	46	0		241	F5IND
ARRL-10	2025	F5JJA	F5JJA	SO-CW-LP		F	960	17	15	0		84	F5JJA
ARRL-10	2025	F5JU	F5JU	SO-CW-LP		F	70048	200	88	0		506	F5JU
ARRL-10	2025	F5MLJ	F5MLJ	SO-MIX-LP		F	51712	196	101	0		624	F5MLJ
ARRL-10	2025	F5MNC	F5MNC	SO-MIX-LP		F	58996	231	98	0		617	F5MNC
ARRL-10	2025	F5MQU	F5MQU	SOU-CW-LP		F	28712	195	37	0		418	F5MQU
ARRL-10	2025	F5MYK	F5MYK	SOU-CW-HP		F	250400	632	100	0		828	F5MYK
ARRL-10	2025	F5NBX	F5NBX	SOU-MIX-HP		F	1080880	1191	295	0		1038	F5NBX
ARRL-10	2025	F5NIB	F5NIB	SO-MIX-LP		F	11730	69	51	0		231	F5NIB
ARRL-10	2025	F5NKX	F5NKX	SOU-CW-LP		F	116600	282	106	0		359	F5NKX
ARRL-10	2025	F5OQK	F5OQK	SOU-CW-HP		F	231336	490	119	0		558	F5OQK
ARRL-10	2025	F5PAL	F5PAL	SOU-MIX-HP		F	180566	398	137	0		438	F5PAL
ARRL-10	2025	F5PHW	F5PHW	SOU-CW-LP		F	196384	365	136	0		465	F5PHW
ARRL-10	2025	F5PHY	F5PHY	SO-MIX-HP		F	106740	314	90	0		409	F5PHY
ARRL-10	2025	F5PLC	F5PLC	SO-CW-LP		F	88368	266	84	0		438	F5PLC
ARRL-10	2025	F5RAB	F5RAB	SOU-CW-LP		F	10720	68	40	0		270	F5RAB
ARRL-10	2025	F5RAV	F5RAV	SO-PH-HP		F	23046	169	69	0		501	F5RAV
ARRL-10	2025	F5RDS	F5RDS	SOU-CW-LP		F	9176	62	37	0		259	F5RDS
ARRL-10	2025	F5SDD	F5SDD	SO-MIX-HP		F	106248	277	114	0		570	F5SDD
ARRL-10	2025	F5SGI	F5SGI	SO-CW-HP		F	151060	420	91	0		797	F5SGI
ARRL-10	2025	F5TYY	F5TYY	SOU-CW-LP		F	10952	74	37	0		265	F5TYY
ARRL-10	2025	F5UTN	F5UTN	SOU-CW-LP		F	25080	115	55	0		450	F5UTN
ARRL-10	2025	F5VV	F5VV	SO-CW-LP		F	149736	392	102	0		1009	F5VV
ARRL-10	2025	F6API	F6API	SO-CW-LP		F	4640	43	29	0		163	F6API
ARRL-10	2025	F6AUS	F6AUS	SOU-CW-HP		F	122664	276	114	0		477	F6AUS
ARRL-10	2025	F6BLK	F6BLK	SO-CW-QRP		F	1224	20	17	0		125	F6BLK
ARRL-10	2025	F6BQG	F6BQG	SO-MIX-LP		F	20520	105	57	0		465	F6BQG
ARRL-10	2025	F6DRP	F6DRP	SO-PH-LP		F	25480	189	70	0		432	F6DRP
ARRL-10	2025	F6FET	F6FET	SO-MIX-LP		F	6732	59	34	0		193	F6FET
ARRL-10	2025	F6FJE	F6FJE	SO-CW-LP		F	32332	139	59	0		321	F6FJE
ARRL-10	2025	F6FLU	F6FLU	SOU-CW-LP		F	50592	141	93	0		358	F6FLU
ARRL-10	2025	F6FYA	F6FYA	SO-CW-HP		F	205056	546	96	0		392	F6FYA
ARRL-10	2025	F6GCP	F6GCP	SOU-CW-HP		F	515200	808	161	0		1174	F6GCP
ARRL-10	2025	F6HBR	F6HBR	SO-CW-HP		F	58828	191	77	0		820	F6HBR
ARRL-10	2025	F6IIT	F6IIT	SOU-CW-LP		F	167156	325	131	0		441	F6IIT
ARRL-10	2025	F6JOE	F6JOE	SO-CW-LP		F	28608	151	48	0		401	F6JOE
ARRL-10	2025	F6JSZ	F6JSZ	SO-CW-LP		F	13984	80	46	0		455	F6JSZ
ARRL-10	2025	F6KOP	F6KOP	SO-MIX-HP		F	33320	170	70	0		289	F6KOP
ARRL-10	2025	F6KRK	F6KRK	MSHP		F	923418	1230	261	0		1382	F4AFQ F4GBY F4JAW F4MAI F5BLG F8CRH
ARRL-10	2025	F6PTT	F6PTT	MSHP		F	892848	1404	264	0		1512	F1DHX F4LBZ F4LJF F5BSB F5BZB F5TRO
ARRL-10	2025	F8AAN	F8AAN	SO-CW-HP		F	24816	136	47	0		159	F8AAN
ARRL-10	2025	F8AKC	F8AKC	SO-CW-QRP		F	28800	98	75	0		682	F8AKC
ARRL-10	2025	F8CRS	F8CRS	SOU-CW-LP		F	80640	195	105	0		265	F8CRS
ARRL-10	2025	F8DFP	F8DFP	SOU-MIX-HP		F	76384	264	77	0		467	F8DFP
ARRL-10	2025	F8DGY	F8DGY	SOU-CW-HP		F	451612	922	127	0		912	F8DGY
ARRL-10	2025	F8DNX	F8DNX	SOU-PH-HP		F	28512	183	81	0		432	F8DNX
ARRL-10	2025	F8FKI	F8FKI	SOU-PH-HP		F	186912	651	144	0		1380	F8FKI
ARRL-10	2025	F8FTY	F8FTY	SOU-MIX-LP		F	251020	453	163	0		1063	F8FTY
ARRL-10	2025	F8FUA	F8FUA	SO-CW-HP		F	14664	96	39	0		248	F8FUA
ARRL-10	2025	F8GAF	F8GAF	SOU-PH-LP		F	6144	67	48	0		313	F8GAF
ARRL-10	2025	F8GNV	F8GNV	SO-CW-LP		F	57620	218	67	0		691	F8GNV
ARRL-10	2025	F8KFZ/P	F8KFZ/P	MSHP		F	210256	820	136	0		1453	F4IVC F5RRZ
ARRL-10	2025	F8KGW	F8KGW	SOU-CW-HP		F	172608	483	93	0		490	F5SDH
ARRL-10	2025	F8PDR	F8PDR	SO-CW-HP		F	32780	157	55	0		287	F8PDR
ARRL-10	2025	FG5GP	FG5GP	SO-PH-LP		FG	212960	886	121	0		1175	FG5GP
ARRL-10	2025	FK8GM	FK8GM	SO-PH-LP		FK	64408	396	83	0		485	FK8GM
ARRL-10	2025	FK8IK	FK8IK	SO-MIX-HP		FK	667164	1157	159	0		835	FK8IK
ARRL-10	2025	FM5BH	FM5BH	SO-MIX-HP		FM	2154362	2872	259	0		1688	FM5BH
ARRL-10	2025	FP5AC	FP5AC	SO-PH-LP		FP	101964	598	87	0		670	FP5AC
ARRL-10	2025	FR4QT	FR4QT	SOU-PH-HP		FR	79464	479	86	0		550	FR4QT
ARRL-10	2025	FS/IK2GWH	FS/IK2GWH	SO-CW-LP		FS	140352	526	68	0		488	IK2GWH
ARRL-10	2025	FS4WBS	FS4WBS	SOU-PH-HP		FS	35380	308	58	0		84	FS4WBS
ARRL-10	2025	FS5GL	FS5GL	SO-PH-HP		FS	165984	924	91	0		767	FS5GL
ARRL-10	2025	FY5KE	FY5KE	MSHP		FY	5083440	3954	354	0		2091	F1HAR F5HRY F6FVY FY5FY
ARRL-10	2025	G0AZH	G0AZH	SO-CW-HP		G	1456	27	14	0		101	G0AZH
ARRL-10	2025	G0C	G0C	SO-PH-QRP		G	180	10	9	0		82	G0C
ARRL-10	2025	G0DDZ/A	G0DDZ/A	SO-PH-LP		G	330	19	11	0		132	G0DDZ
ARRL-10	2025	G0GLG	G0GLG	SO-PH-LP		G	9588	95	51	0		456	G0GLG
ARRL-10	2025	G0GQT	G0GQT	SOU-CW-HP		G	44800	163	70	0		670	G0GQT
ARRL-10	2025	G0ILO	G0ILO	SO-PH-LP		G	9292	103	46	0		314	G0ILO
ARRL-10	2025	G0JOS	G0JOS	SO-CW-LP		G	10032	77	33	0		317	G0JOS
ARRL-10	2025	G0LHZ	G0LHZ	SO-CW-LP		G	4320	42	30	0		168	G0LHZ
ARRL-10	2025	G0LZL	G0LZL	SO-MIX-HP		G	139200	331	120	0		817	G0LZL
ARRL-10	2025	G0MBA	G0MBA	SOU-PH-HP		G	3060	47	34	0		86	G0MBA
ARRL-10	2025	G0MFR	G0MFR	SOU-CW-HP		G	22304	140	41	0		273	G0MFR
ARRL-10	2025	G0MGK	G0MGK	SO-PH-LP		G	234	15	9	0		61	G0MGK
ARRL-10	2025	G0SKW	G0SKW	SO-CW-LP		G	4200	42	25	0		100	G0SKW
ARRL-10	2025	G0TZZ	G0TZZ	SOU-CW-LP		G	4000	43	25	0		178	G0TZZ
ARRL-10	2025	G0WJK	G0WJK	SO-PH-LP		G	3190	55	29	0		238	G0WJK
ARRL-10	2025	G1F	G1F	SO-PH-LP		G	2408	45	28	0		327	G1F
ARRL-10	2025	G1SCT	G1SCT	SO-CW-LP		G	19260	110	45	0		238	G1SCT
ARRL-10	2025	G2E	G2E	SO-MIX-LP		G	236572	504	142	0		812	G2E
ARRL-10	2025	G2X	G2X	SO-MIX-LP		G	32760	154	78	0		215	G0DCK
ARRL-10	2025	G3AAA	G3AAA	SO-PH-LP		G	72	6	6	0		25	VE3KG
ARRL-10	2025	G3MOT	G3MOT	SOU-MIX-LP		G	89680	277	95	0		689	G3MOT
ARRL-10	2025	G3MXH	G3MXH	SOU-CW-HP		G	46464	246	48	0		268	G3MXH
ARRL-10	2025	G3RKF	G3RKF	SO-CW-LP		G	34928	160	59	0		407	G3RKF
ARRL-10	2025	G3RLE	G3RLE	SOU-CW-LP		G	31800	106	75	0		183	G3RLE
ARRL-10	2025	G3RTU	G3RTU	SOU-MIX-LP		G	25370	122	59	0		335	G3RTU
ARRL-10	2025	G3RWF	G3RWF	SO-CW-HP		G	116960	350	85	0		453	G3RWF
ARRL-10	2025	G3SWH	G3SWH	SOU-CW-HP		G	347328	649	134	0		740	G3SWH
ARRL-10	2025	G3T	G3T	SOU-CW-HP		G	39208	171	58	0		503	G3VGZ
ARRL-10	2025	G3YMC	G3YMC	SO-CW-QRP		G	44652	185	61	0		719	G3YMC
ARRL-10	2025	G3YPP	G3YPP	SOU-CW-LP		G	27664	134	52	0		272	G3YPP
ARRL-10	2025	G3YTX	G3YTX	SO-PH-LP		G	1968	41	24	0		175	G3YTX
ARRL-10	2025	G3ZBU	G3ZBU	SO-CW-LP		G	15480	94	43	0		302	G3ZBU
ARRL-10	2025	G3ZGC	G3ZGC	SO-CW-LP		G	20608	113	46	0		306	G3ZGC
ARRL-10	2025	G4AMT	G4AMT	SOU-CW-HP		G	91600	230	100	0		303	G4AMT
ARRL-10	2025	G4BJM	G4BJM	SOU-CW-HP		G	808808	1324	154	0		1246	G4BJM
ARRL-10	2025	G4BUO	G4BUO	SO-CW-HP		G	490032	1006	123	0		1130	G4BUO
ARRL-10	2025	G4DDL	G4DDL	SO-MIX-LP		G	119900	310	109	0		675	G4DDL
ARRL-10	2025	G4DRS	G4DRS	SOU-CW-HP		G	48000	257	48	0		144	G4DRS
ARRL-10	2025	G4DYC	G4DYC	SO-MIX-LP		G	7840	62	35	0		237	G4DYC
ARRL-10	2025	G4FEV	G4FEV	SO-CW-LP		G	29464	128	58	0		695	G4FEV
ARRL-10	2025	G4FKA	G4FKA	SO-CW-HP		G	41256	192	54	0		427	G4FKA
ARRL-10	2025	G4IIY	G4IIY	SOU-MIX-HP		G	746610	996	205	0		1069	G4IIY
ARRL-10	2025	G4IRN	G4IRN	SOU-MIX-HP		G	16170	80	55	0		100	G4IRN
ARRL-10	2025	G4MKR	G4MKR	SOU-CW-LP		G	150860	401	95	0		822	G4MKR
ARRL-10	2025	G4PIQ	G4PIQ	SOU-MIX-HP		G	95832	222	121	0		280	G4PIQ
ARRL-10	2025	G4PVM	G4PVM	SOU-CW-LP		G	50700	195	65	0		293	G4PVM
ARRL-10	2025	G4RGK	G4RGK	SOU-CW-HP		G	213776	442	124	0		896	G4RGK
ARRL-10	2025	G4SDX	G4SDX	SO-CW-QRP		G	7840	72	28	0		395	G4SDX
ARRL-10	2025	G4SND	G4SND	SOU-CW-HP		G	5300	54	25	0		103	G4SND
ARRL-10	2025	G4ZFE	G4ZFE	SOU-CW-QRP		G	200232	487	103	0		1125	G4ZFE
ARRL-10	2025	G5DXR	G5DXR	SO-PH-LP		G	6840	82	45	0		579	G5DXR
ARRL-10	2025	G5IAN	G5IAN	SO-PH-LP		G	2100	43	25	0		261	G5IAN
ARRL-10	2025	G5TV	G5TV	SOU-PH-HP		G	8736	87	52	0		272	G5TV
ARRL-10	2025	G6AD	G6AD	SOU-MIX-HP		G	14112	104	56	0		156	G6AD
ARRL-10	2025	G6EMA	G6EMA	SO-MIX-QRP		G	5460	49	30	0		197	G6EMA
ARRL-10	2025	G6MC	G6MC	MSHP		G	143100	509	135	0		442	G4MEM G6MC
ARRL-10	2025	G6XX	G6XX	SOU-CW-HP		G	71500	277	65	0		142	G6XX
ARRL-10	2025	G7D	G7D	SO-CW-LP		G	9052	73	31	0		82	G3XTZ
ARRL-10	2025	G8OLA	G8OLA	SOU-MIX-HP		G	2162	27	23	0		151	G8OLA
ARRL-10	2025	GI4NKB	GI4NKB	SO-CW-LP		GI	36512	164	56	0		530	GI4NKB
ARRL-10	2025	GI4SIP	GI4SIP	SOU-MIX-HP		GI	10670	99	55	0		480	GI4SIP
ARRL-10	2025	GI6HKE	GI6HKE	SO-PH-LP		GI	3000	50	30	0		238	GI6HKE
ARRL-10	2025	GI7JYK	GI7JYK	SO-PH-QRP		GI	16008	141	58	0		820	GI7JYK
ARRL-10	2025	GM0EGI	GM0EGI	SOU-CW-HP		GM	3300	34	25	0		147	GM0EGI
ARRL-10	2025	GM0V	GM0V	SOU-MIX-HP		GM	108750	365	125	0		377	GM0OQV
ARRL-10	2025	GM3YTS	GM3YTS	SO-CW-HP		GM	220832	542	103	0		471	GM3YTS
ARRL-10	2025	GM4Z	GM4Z	SOU-CW-HP		GM	89688	303	74	0		279	GM4ZUK
ARRL-10	2025	GM5G	GM5G	MSHP		GM	304546	1221	127	0		1104	GM1TGY MM9SQL
ARRL-10	2025	GM5X	GM5X	SO-MIX-HP		GM	1369062	1777	243	0		1106	GM4YXI
ARRL-10	2025	GM6NX	GM6NX	SO-MIX-LP		GM	5504	54	32	0		155	GM0EGI
ARRL-10	2025	GW4J	GW4J	SO-CW-HP		GW	203056	522	98	0		592	GW0ETF
ARRL-10	2025	GW4TSG	GW4TSG	SO-CW-LP		GW	832	16	13	0		71	GW4TSG
ARRL-10	2025	GW4W	GW4W	SOU-CW-LP		GW	73312	233	79	0		701	GW4EVX
ARRL-10	2025	GW5GDP	GW5GDP	SOU-PH-LP		GW	9048	78	58	0		444	GW5GDP
ARRL-10	2025	GW7YLS	GW7YLS	SO-PH-LP		GW	4440	75	30	0		292	GW7YLS
ARRL-10	2025	HA0LZ	HA0LZ	SOU-CW-HP		HA	79648	280	76	0		478	HA0LZ
ARRL-10	2025	HA0SA	HA0SA	SOU-MIX-LP		HA	201280	403	160	0		839	HA0SA
ARRL-10	2025	HA1TNX	HA1TNX	SOU-MIX-LP		HA	132000	304	125	0		752	HA1TNX
ARRL-10	2025	HA2RJ	HA2RJ	SO-PH-LP		HA	7650	88	45	0		485	HA2RJ
ARRL-10	2025	HA3DX	HA3DX	SOU-MIX-HP		HA	953964	1139	242	0		1255	HA4FB
ARRL-10	2025	HA3GC	HA3GC	SO-MIX-LP		HA	14280	95	42	0		391	HA3GC
ARRL-10	2025	HA3HX	HA3HX	SOU-CW-QRP		HA	34692	151	59	0		433	HA3HX
ARRL-10	2025	HA3IC	HA3IC	SOU-CW-HP		HA	64448	219	76	0		669	HA3IC
ARRL-10	2025	HA3KZ	HA3KZ	SOU-MIX-HP		HA	33228	145	71	0		425	HA3KZ
ARRL-10	2025	HA3NU	HA3NU	SOU-CW-LP		HA	456608	758	152	0		1229	HA3NU
ARRL-10	2025	HA3OU	HA3OU	SOU-MIX-HP		HA	44688	163	76	0		427	HA3OU
ARRL-10	2025	HA5BA	HA5BA	SO-CW-QRP		HA	10920	70	39	0		163	HA5BA
ARRL-10	2025	HA5IZ	HA5IZ	SO-PH-LP		HA	84	9	6	0		95	HA5IZ
ARRL-10	2025	HA5JI	HA5JI	SOU-MIX-HP		HA	753480	866	260	0		735	HA5JI
ARRL-10	2025	HA5PP	HA5PP	SOU-MIX-LP		HA	19080	110	45	0		276	HA5PP
ARRL-10	2025	HA5UA	HA5UA	SOU-MIX-HP		HA	58410	178	99	0		408	HA5UA
ARRL-10	2025	HA6IAM	HA6IAM	SO-MIX-QRP		HA	59500	228	70	0		774	HA6IAM
ARRL-10	2025	HA6NF	HA6NF	SO-PH-LP		HA	92000	410	115	0		1012	HA6NF
ARRL-10	2025	HA7AVU	HA7AVU	SO-PH-LP		HA	2300	48	25	0		264	HA7AVU
ARRL-10	2025	HA7I	HA7I	SOU-CW-HP		HA	377572	699	137	0		823	HA7JTR
ARRL-10	2025	HA7MF	HA7MF	SOU-MIX-LP		HA	163324	358	133	0		1141	HA7MF
ARRL-10	2025	HA7MS	HA7MS	SOU-CW-LP		HA	12384	73	43	0		285	HA7MS
ARRL-10	2025	HA8AT	HA8AT	SO-MIX-LP		HA	39882	162	69	0		617	HA8AT
ARRL-10	2025	HA8BE	HA8BE	SOU-CW-HP		HA	151188	302	129	0		633	HA8BE
ARRL-10	2025	HA8CQ	HA8CQ	SOU-CW-LP		HA	32616	152	54	0		451	HA8CQ
ARRL-10	2025	HA8FK	HA8FK	SOU-CW-HP		HA	734464	1217	152	0		1303	HA8FK
ARRL-10	2025	HA8GG	HA8GG	SOU-PH-LP		HA	5822	71	41	0		386	HA8GG
ARRL-10	2025	HA8KM	HA8KM	SOU-MIX-LP		HA	4514	49	37	0		269	HA8KM
ARRL-10	2025	HA8LLK	HA8LLK	SOU-CW-LP		HA	68392	169	103	0		511	HA8LLK
ARRL-10	2025	HA8TP	HA8TP	SOU-CW-LP		HA	28080	131	54	0		409	HA8TP
ARRL-10	2025	HB0WR	HB0WR	SOU-MIX-LP		HB0	46920	194	92	0		568	HB0WR
ARRL-10	2025	HB2T	HB2T	MSHP		HB	1039720	1083	278	0		1456	DF8DX HB9ELV HB9EMP
ARRL-10	2025	HB2Y	HB2Y	SO-PH-HP		HB	327206	1197	139	0		1093	HB9TWY
ARRL-10	2025	HB9AFH	HB9AFH	SO-CW-HP		HB	24308	107	59	0		375	HB9AFH
ARRL-10	2025	HB9ARF	HB9ARF	SO-CW-LP		HB	53676	215	63	0		426	HB9ARF
ARRL-10	2025	HB9CEJ	HB9CEJ	SO-PH-HP		HB	1344	29	24	0		67	HB9CEJ
ARRL-10	2025	HB9CVQ	HB9CVQ	SOU-MIX-HP		HB	227672	525	149	0		593	HB9CVQ
ARRL-10	2025	HB9DHG	HB9DHG	SOU-CW-LP		HB	77440	228	88	0		569	HB9DHG
ARRL-10	2025	HB9DND	HB9DND	SO-CW-LP		HB	7056	67	28	0		213	HB9DND
ARRL-10	2025	HB9EI	HB9EI	MSHP		HB	4392	56	36	0		230	HB9GFT HB9HRG
ARRL-10	2025	HB9EYP	HB9EYP	SOU-PH-LP		HB	23380	168	70	0		332	HB9EYP
ARRL-10	2025	HB9FAP	HB9FAP	SOU-MIX-LP		HB	841266	990	243	0		1640	HB9FAP
ARRL-10	2025	HB9HLM	HB9HLM	SOU-PH-HP		HB	147000	601	125	0		1279	HB9HLM
ARRL-10	2025	HB9HTF	HB9HTF	SOU-CW-LP		HB	10560	80	33	0		128	HB9HTF
ARRL-10	2025	HB9IIH	HB9IIH	SOU-MIX-LP		HB	27984	119	66	0		400	HB9IIH
ARRL-10	2025	HB9IJC	HB9IJC	SOU-CW-HP		HB	94340	273	89	0		396	HB9IJC
ARRL-10	2025	HB9IOB	HB9IOB	SOU-PH-LP		HB	198	12	9	0		70	HB9IOB
ARRL-10	2025	HB9NE	HB9NE	MSHP		HB	1148092	1437	269	0		1532	HB9CAT HB9DUR HB9EOU
ARRL-10	2025	HB9OAU/P	HB9OAU/P	SO-PH-LP		HB	50	5	5	0		9	HB9OAU
ARRL-10	2025	HB9TIH	HB9TIH	SO-PH-HP		HB	38704	240	82	0		831	HB9TIH
ARRL-10	2025	HC2GRC	HC2GRC	MSHP		HC	641752	939	194	0		936	HC2AD HC2AO HC2AP HC2DR HC2FG HC2TKV HC2TMP HC2TPX
ARRL-10	2025	HC2PY	HC2PY	SO-PH-LP		HC	178596	733	123	0		767	HC2PY
ARRL-10	2025	HC4ER	HC4ER	SOU-PH-LP		HC	30388	217	71	0		433	HC4ER
ARRL-10	2025	HG0R	HG0R	SOU-PH-HP		HA	292330	966	155	0		1283	HA0NAR
ARRL-10	2025	HG1A	HG1A	SOU-CW-LP		HA	53792	170	82	0		521	HA1ZN
ARRL-10	2025	HG2DX	HG2DX	SO-CW-QRP		HA	103680	290	90	0		863	HG2DX
ARRL-10	2025	HG3N	HG3N	SOU-CW-HP		HA	994008	1505	166	0		1598	HA3LN
ARRL-10	2025	HG5C	HG5C	MSHP		HA	182400	405	114	0		606	HA3FLT HA5MA
ARRL-10	2025	HG5D	HG5D	SOU-CW-HP		HA	480180	814	151	0		1362	HA8QZ
ARRL-10	2025	HG5E	HG5E	SOU-MIX-HP		HA	70512	235	78	0		288	HA1AH
ARRL-10	2025	HG6K	HG6K	SOU-PH-HP		HA	10058	107	47	0		220	HA6AK
ARRL-10	2025	HG6O	HG6O	SOU-CW-LP		HA	44712	165	69	0		197	HA6OA
ARRL-10	2025	HG6Z	HG6Z	MSLP		HA	145672	357	131	0		1132	HA6VV HA6ZQ HG6IA
ARRL-10	2025	HG7J	HG7J	SO-MIX-QRP		HA	6206	64	29	0		249	HG7J
ARRL-10	2025	HG8W	HG8W	SOU-MIX-HP		HA	382888	502	229	0		1369	HA8ZO
ARRL-10	2025	HI3/DL4SDW	HI3/DL4SDW	SOU-CW-HP		HI	104632	326	82	0		545	DL4SDW
ARRL-10	2025	HI3LT	HI3LT	MSHP		HI	427302	1800	123	0		1414	HI3K HI3RRR HI6M
ARRL-10	2025	HI3SD	HI3SD	SO-PH-HP		HI	240084	1079	117	0		1297	HI3SD
ARRL-10	2025	HJ2XNA	HJ2XNA	SO-PH-LP		HK	392	17	14	0		165	HJ2XNA
ARRL-10	2025	HJ3GNC	HJ3GNC	SO-PH-LP		HK	576	21	16	0		148	HJ3GNC
ARRL-10	2025	HJ3KOS	HJ3KOS	SO-PH-LP		HK	32234	229	71	0		1079	HJ3KOS
ARRL-10	2025	HJ4CL	HJ4CL	SO-PH-LP		HK	4928	91	28	0		572	HJ4CL
ARRL-10	2025	HJ4V	HJ4V	SOU-PH-LP		HK	58588	312	97	0		833	HJ4V
ARRL-10	2025	HJ5LVR	HJ5LVR	SO-PH-LP		HK	10340	125	47	0		1183	HJ5LVR
ARRL-10	2025	HJ6AZV	HJ6AZV	SOU-PH-LP		HK	5760	80	36	0		483	HJ6AZV
ARRL-10	2025	HJ8MEC	HJ8MEC	SO-PH-LP		HK	1426	31	23	0		295	HJ8MEC
ARRL-10	2025	HK1J	HK1J	SO-PH-QRP		HK	8970	119	39	0		544	HK1J
ARRL-10	2025	HK1MW	HK1MW	SO-CW-HP		HK	693228	1506	123	0		1496	HK1MW
ARRL-10	2025	HK1NA	HK1NA	MSHP		HK	3181056	3646	304	0		1986	HK1T HK1X
ARRL-10	2025	HK1PLA	HK1PLA	SO-PH-LP		HK	4940	68	38	0		387	HK1PLA
ARRL-10	2025	HK2EMJ	HK2EMJ	SO-PH-LP		HK	2392	66	23	0		453	HK2EMJ
ARRL-10	2025	HK2GTS	HK2GTS	SO-PH-QRP		HK	374	18	11	0		106	HK2GTS
